"B01-coarse-16S_Rhizome"	"B01-rhizo-16s_Rhizosphere"	"B01-soil-16s_Bulk soil"	"B03-rhizo-16s_Rhizome"	"B03-soil-16s_Rhizosphere"	"B03-coarse-16S_Bulk soil"	"B07-rhizo-16s_Rhizome"	"B07-soil-16s_Rhizosphere"	"B07-coarse-16S_Bulk soil"	"B09-soil-16s_Rhizome"	"B09-rhizo-16s_Rhizosphere"	"B09-coarse-16S_Bulk soil"	"B10-rhizo-16s_Rhizome"	"B10-coarse-16S_Rhizosphere"	"B10-soil-16s_Bulk soil"	"B11-coarse-16S_Rhizome"	"B11-soil-16s_Rhizosphere"	"B11-rhizo-16s_Bulk soil"	"B12-rhizo-16s_Rhizome"	"B12-coarse-16S_Rhizosphere"	"B12-soil-16s_Bulk soil"	"B13-coarse-16S_Rhizome"	"B13-soil-16s_Rhizosphere"	"B13-rhizo-16s_Bulk soil"	"B14-soil-16s_Rhizome"	"B14-coarse-16S_Rhizosphere"	"B14-rhizo-16s_Bulk soil"	"B15-rhizo-16s_Rhizome"	"B15-soil-16s_Rhizosphere"	"B15-coarse-16S_Bulk soil"	"B16-soil-16s_Rhizome"	"B16-rhizo-16s_Rhizosphere"	"B16-coarse-16S_Bulk soil"	"B17-coarse-16S_Rhizome"	"B17-rhizo-16s_Rhizosphere"	"B17-soil-16s_Bulk soil"	"B18-soil-16s_Rhizome"	"B18-rhizo-16s_Rhizosphere"	"B18-coarse-16S_Bulk soil"	"U01-coarse-16S_Rhizome"	"U01-rhizo-16s_Rhizosphere"	"U01-soil-16s_Bulk soil"	"U02-soil-16s_Rhizome"	"U02-rhizo-16s_Rhizosphere"	"U02-coarse-16S_Bulk soil"	"U03-soil-16s_Rhizome"	"U03-rhizo-16s_Rhizosphere"	"U03-coarse-16S_Bulk soil"	"U04-soil-16s_Rhizome"	"U04-rhizo-16s_Rhizosphere"	"U04-coarse-16S_Bulk soil"	"U05-rhizo-16s_Rhizome"	"U05-soil-16s_redo_Rhizosphere"	"U05-coarse-16S_Bulk soil"	"U06-coarse-16S_Rhizome"	"U06-rhizo-16s_Rhizosphere"	"U06-soil-16s_Bulk soil"	"U07-soil-16s_Rhizome"	"U07-coarse-16S_Rhizosphere"	"U07-rhizo-16s_Bulk soil"	"U08-rhizo-16s_Rhizome"	"U08-coarse-16S_Rhizosphere"	"U08-soil-16s_Bulk soil"	"B04-coarse-16S_Rhizome"	"B04-soil-16s_Rhizosphere"	"B04-rhizo-16s_Bulk soil"	"U09-soil-16s_Rhizome"	"U09-coarse-16S-C_Rhizosphere"	"U09-rhizo-16s_Bulk soil"	"Unknown"
"B09-leaves-16S_Fine root"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0458971892017723	1.94674255657576e-06	0.0309337906958488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.923167073359822
"B09-stem-16S_Stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22636178128446e-07	2.31385915789516e-05	0.111198257301133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888778481471109
"B10-leaves-16S_Leaf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.27305615699365e-07	0.0344078740145394	1.81895633668451e-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.965591498679845
"B11-leaves-16S_Fine root"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00157370530899796	0.0166719336208498	0.0523769982879669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.929377362782185
"B12-leaves-16S_Stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00778776805284377	0.0744681567756531	0.0651191852911921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.852624889880311
"B13-stem-16S_Leaf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0516683500752095	0	7.94808752871145e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.948331570443915
"B14-leaves-16S_Fine root"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.106060234244634	6.41133184356103e-10	3.68596291233243e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.893939396517942
"B14-stem-16S_Stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0301044160316418	0.0462581599608004	1.39407077122603e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.923636029936787
"B15-leaves-16S_Leaf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0026938659897506	0.0888479651798419	0.0676912728751234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.840766895955284
"B15-stem-16S_Fine root"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68127662802412e-07	0	0.0229101911656292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.977089640706708
"B16-leaves-16S_Stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.107580215761949	1.70179609971767e-06	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.892418082441951
"B16-stem-16S_Leaf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.44881496740409e-10	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999999999755119
"B17-leaves-16S_Fine root"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00581563541476238	0.110926232021021	0.00579049683377037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877467635730446
"B17-stem-16S_Stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0483371091930017	1.26780945197074e-06	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.951661622997546
"B18-leaves-16S_Leaf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.1611894064102e-07	0.0499162251938942	0.0167237325601392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.933359526127026
"B18-stem-16S_Fine root"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.30788197456443e-08	6.0748949777699e-12	0.0916998499455921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.908300116969513
"U01-leaves-16S_Stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0248217414330439	0.059194656305094	0.0857384717475746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.830245130514287
"U02-leaves-16S_Leaf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0637585326448008	5.96059395031935e-06	0.0501733123306925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.886062194430556
"U02-stem-16S_Fine root"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019073608717376	2.74129832211193e-06	0.0333249571606684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.947598692823633
"U03-leaves-16S_Stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00502936312981466	0.00771053165684439	0.00777857635423165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.979481528859109
"U04-leaves-16S_Leaf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0322413700947756	0.0434940016068815	0.0622775460095404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.861987082288803
"U05-leaves-16S_Fine root"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00141573088049312	0.00669544425634638	0.00413141734885238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.987757407514308
"U06-leaves-16S_Stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0196027975750592	0.0116816995018742	0.00525106204737172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.963464440875695
"U06-stem-16S_Leaf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.43316739632174e-10	0.00100402260898985	0.000503220655000473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998492755792693
"U07-leaves-16S_Fine root"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0177286481906935	0.0187453964706243	0.0155212266025366	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.948004728736146
"U07-stem-16S_Stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0128999911624443	0.0368946874477185	0.020518292254097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92968702913574
"U08-leaves-16S_Leaf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0436015366958443	0.0422665105456159	0.00808736171160321	NA	NA	NA	NA	NA	NA	0.906044591046937
"U08-stem-16S_Fine root"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00814080169536849	0.01184998019197	0.0161571926704905	NA	NA	NA	NA	NA	NA	0.963852025442171
"U09-leaves-16S_Stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00579188400562057	0.00360569602997485	0.00803598977881631	0.982566430185588
"U09-stem-16S_Leaf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0114787249412201	0.0201002152514597	0.006553606686727	0.961867453120593
